region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 2,19,26,Unmarried,2,48,Some college,0,No,Male,2,No,No,Yes,No,8,0,0,7,0,156,0,0,105,0,No,Yes,No,No,Yes,Yes,Yes,No,No,2.02,,,1.87,,3.87,Plus service,No
Zone 1,13,54,Unmarried,12,121,College degree,23,No,Male,1,No,No,No,No,7,0,0,0,0,102,0,0,0,0,No,No,No,No,Yes,No,Yes,Yes,No,1.99,,,,,4.80,Plus service,No
Zone 2,5,33,Unmarried,6,39,Some college,4,No,Male,3,Yes,Yes,No,No,2,20,27,0,0,5,81,103,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,0.74,2.97,3.31,,,3.66,Total service,Yes
Zone 2,11,19,Unmarried,0,21,High school degree,0,No,Male,1,No,No,No,No,4,0,0,0,0,35,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.28,,,,,3.04,Basic service,Yes
Zone 3,4,32,Unmarried,2,53,College degree,5,No,Male,1,Yes,Yes,No,No,7,11,26,0,0,29,56,91,0,0,No,No,Yes,No,No,No,No,No,Yes,1.95,2.40,3.27,,,3.97,Basic service,Yes
Zone 3,17,42,Unmarried,8,58,Did not complete high school,23,No,Male,1,No,Yes,No,No,5,0,29,0,0,85,0,523,0,0,Yes,Yes,No,Yes,No,Yes,No,No,No,1.62,,3.36,,,4.06,E-service,Yes
Zone 2,7,27,Unmarried,3,39,Some college,2,No,Male,1,No,No,No,No,4,0,0,0,0,20,0,0,0,0,No,No,No,No,No,No,Yes,No,No,1.27,,,,,3.66,Basic service,Yes
Zone 1,19,65,Unmarried,3,108,Did not complete high school,33,No,Male,3,Yes,No,Yes,No,6,22,0,11,0,118,424,0,190,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.78,3.07,,2.42,,4.68,Plus service,No
Zone 2,32,34,Married,0,38,Did not complete high school,10,No,Male,4,No,No,Yes,No,7,0,0,19,0,217,0,0,600,0,Yes,No,No,No,No,No,No,No,Yes,1.99,,,2.96,,3.64,E-service,No
Zone 2,53,51,Unmarried,31,245,College degree,0,No,Male,1,Yes,No,Yes,No,18,28,0,11,0,962,1535,0,570,0,Yes,No,No,No,No,No,No,Yes,No,2.92,3.34,,2.40,,5.50,E-service,No
Zone 1,51,38,Unmarried,19,51,Did not complete high school,18,No,Female,1,Yes,No,Yes,No,12,26,0,23,0,577,1267,0,1195,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.46,3.26,,3.15,,3.93,Plus service,No
Zone 1,35,34,Unmarried,7,78,College degree,10,No,Female,1,No,No,Yes,No,14,0,0,5,0,556,0,0,135,0,No,No,No,No,No,No,No,No,No,2.63,,,1.50,,4.36,Basic service,No
Zone 1,3,31,Married,4,23,College degree,4,No,Male,5,Yes,Yes,Yes,Yes,3,17,36,38,22,8,74,44,70,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.03,2.80,3.58,3.63,3.08,3.14,Total service,Yes
Zone 1,22,48,Unmarried,7,88,College degree,12,No,Male,1,No,Yes,No,No,5,0,32,0,0,93,0,646,0,0,No,No,No,Yes,No,No,No,No,No,1.50,,3.46,,,4.48,Basic service,Yes
Zone 3,17,21,Married,0,25,High school degree,1,No,Female,3,No,No,No,No,6,0,0,0,0,90,0,0,0,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,1.81,,,,,3.22,Plus service,No
Zone 2,68,39,Unmarried,20,73,High school degree,16,No,Female,1,Yes,No,Yes,No,45,16,0,20,0,3002,1089,0,1295,0,Yes,No,No,No,No,No,No,No,No,3.81,2.76,,3.00,,4.29,E-service,No
Zone 2,27,41,Married,7,62,College degree,15,No,Female,2,Yes,No,Yes,No,14,16,0,7,0,371,450,0,165,0,No,No,No,No,Yes,No,No,Yes,No,2.62,2.79,,1.91,,4.13,Plus service,No
Zone 3,68,52,Married,8,456,Some college,30,No,Female,4,Yes,No,Yes,Yes,22,28,0,27,30,1550,1782,0,1885,2097,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.10,3.31,,3.29,3.39,6.12,Plus service,No
Zone 3,56,42,Married,10,24,High school degree,5,No,Male,2,No,No,No,No,34,0,0,0,0,1871,0,0,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.52,,,,,3.18,Plus service,No
Zone 3,11,32,Unmarried,8,23,High school degree,0,No,Female,1,No,Yes,Yes,No,6,0,28,7,0,83,0,243,95,0,No,No,No,Yes,No,No,No,No,Yes,1.82,,3.35,1.98,,3.14,Basic service,No
Zone 3,5,47,Unmarried,7,46,Did not complete high school,6,No,Female,1,No,No,Yes,No,3,0,0,7,0,22,0,0,35,0,No,No,No,No,Yes,No,Yes,No,No,1.08,,,1.98,,3.83,Basic service,Yes
Zone 3,16,50,Unmarried,5,263,High school degree,29,No,Female,3,Yes,Yes,No,Yes,4,17,32,0,22,60,253,463,0,309,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1.32,2.83,3.46,,3.09,5.57,Plus service,No
Zone 2,59,30,Unmarried,2,34,College degree,2,No,Female,1,No,Yes,Yes,No,17,0,32,12,0,1020,0,1939,680,0,Yes,Yes,No,No,No,No,No,No,No,2.82,,3.47,2.46,,3.53,E-service,No
Zone 1,60,64,Unmarried,14,33,High school degree,13,Yes,Male,1,Yes,No,Yes,Yes,31,22,0,12,47,1829,1391,0,670,2962,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.43,3.10,,2.51,3.86,3.50,Total service,No
Zone 3,55,47,Unmarried,11,37,Did not complete high school,11,No,Male,1,Yes,No,Yes,No,15,20,0,11,0,786,1171,0,570,0,No,No,No,No,Yes,No,No,Yes,No,2.69,3.01,,2.37,,3.61,Plus service,No
Zone 1,18,56,Unmarried,22,296,High school degree,25,No,Male,1,No,No,Yes,No,3,0,0,8,0,50,0,0,160,0,No,No,No,No,Yes,No,No,No,No,1.22,,,2.11,,5.69,Basic service,No
Zone 2,16,22,Unmarried,0,26,Some college,0,No,Female,3,No,Yes,No,No,4,0,29,0,0,65,0,514,0,0,Yes,No,No,No,No,No,No,No,Yes,1.41,,3.38,,,3.26,E-service,Yes
Zone 1,35,57,Married,32,47,College degree,12,No,Male,2,No,Yes,Yes,No,7,0,34,19,0,264,0,1153,630,0,Yes,No,No,Yes,No,No,No,No,No,1.98,,3.52,2.93,,3.85,E-service,No
Zone 3,31,23,Married,1,31,Some college,1,No,Female,2,Yes,Yes,Yes,Yes,17,19,59,17,51,520,537,1713,450,1534,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.81,2.94,4.07,2.80,3.94,3.43,Total service,Yes
Zone 2,20,49,Married,5,264,High school degree,29,No,Female,2,No,No,No,No,10,0,0,0,0,159,0,0,0,0,No,No,No,No,No,Yes,No,No,No,2.26,,,,,5.58,Basic service,No
Zone 2,16,27,Unmarried,5,41,College degree,2,No,Female,1,Yes,Yes,Yes,Yes,7,16,43,17,31,101,279,615,255,450,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.93,2.76,3.76,2.85,3.43,3.71,Total service,Yes
Zone 2,69,48,Married,27,55,High school degree,4,No,Male,2,Yes,Yes,Yes,No,20,36,34,62,0,1412,2397,2441,4125,0,Yes,No,No,No,No,Yes,Yes,No,No,2.98,3.58,3.53,4.13,,4.01,Plus service,No
Zone 3,69,66,Married,31,49,High school degree,15,No,Male,2,Yes,No,Yes,No,23,29,0,26,0,1567,2063,0,1750,0,No,No,No,No,No,No,No,No,No,3.14,3.38,,3.24,,3.89,Basic service,No
Zone 2,27,24,Married,3,26,Did not complete high school,7,No,Female,4,No,No,No,No,6,0,0,0,0,138,0,0,0,0,No,No,Yes,No,No,No,No,No,No,1.80,,,,,3.26,Basic service,Yes
Zone 3,48,39,Unmarried,20,110,College degree,9,No,Male,1,Yes,No,Yes,Yes,18,30,0,9,30,813,1473,0,475,1504,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.89,3.41,,2.17,3.41,4.70,Plus service,No
Zone 1,18,52,Married,20,66,Did not complete high school,19,No,Female,2,Yes,No,Yes,No,13,28,0,11,0,205,521,0,170,0,No,No,No,Yes,No,No,Yes,No,No,2.55,3.32,,2.35,,4.19,Basic service,No
Zone 2,24,40,Married,4,39,Some college,5,No,Female,2,Yes,No,Yes,Yes,4,26,0,28,23,117,628,0,570,529,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.40,3.25,,3.31,3.11,3.66,Plus service,No
Zone 2,17,42,Unmarried,6,31,High school degree,2,No,Male,1,Yes,No,No,Yes,8,25,0,0,26,141,405,0,0,448,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,2.11,3.20,,,3.27,3.43,Total service,Yes
Zone 2,9,24,Married,3,26,College degree,1,No,Female,3,No,Yes,No,No,8,0,23,0,0,75,0,170,0,0,No,No,No,No,No,No,Yes,No,No,2.03,,3.15,,,3.26,Basic service,No
Zone 2,15,46,Unmarried,5,232,College degree,15,No,Female,2,Yes,Yes,Yes,Yes,4,23,45,23,31,41,358,582,305,475,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.46,3.14,3.81,3.12,3.44,5.45,Total service,Yes
Zone 1,62,37,Married,10,43,College degree,1,No,Female,3,No,Yes,Yes,No,9,0,37,19,0,540,0,2302,1160,0,Yes,No,No,No,Yes,No,No,No,No,2.22,,3.62,2.93,,3.76,E-service,No
Zone 1,9,41,Unmarried,12,39,College degree,3,No,Male,1,No,Yes,No,Yes,5,0,40,0,21,26,0,318,0,136,No,Yes,Yes,Yes,No,No,No,No,Yes,1.55,,3.68,,3.03,3.66,Basic service,Yes
Zone 2,71,41,Married,10,73,High school degree,23,No,Female,2,No,No,Yes,No,33,0,0,42,0,2413,0,0,3085,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.49,,,3.73,,4.29,Plus service,No
Zone 2,62,59,Married,37,74,Did not complete high school,20,No,Male,2,Yes,No,Yes,No,16,36,0,11,0,972,2245,0,645,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.78,3.58,,2.40,,4.30,Plus service,No
Zone 2,20,38,Unmarried,19,237,College degree,13,No,Male,1,Yes,Yes,Yes,Yes,6,21,34,10,27,164,473,711,215,491,No,No,Yes,Yes,Yes,Yes,Yes,No,No,1.79,3.06,3.54,2.28,3.29,5.47,Total service,No
Zone 1,19,33,Married,11,22,Did not complete high school,3,No,Male,5,No,No,Yes,No,4,0,0,36,0,80,0,0,685,0,Yes,No,No,No,Yes,Yes,No,Yes,No,1.37,,,3.59,,3.09,Plus service,No
Zone 2,49,61,Married,28,21,Did not complete high school,8,No,Male,2,Yes,No,Yes,No,16,25,0,9,0,757,1229,0,395,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.76,3.21,,2.17,,3.04,Plus service,No
Zone 3,3,64,Unmarried,3,9,High school degree,6,Yes,Male,1,No,No,No,No,5,0,0,0,0,15,0,0,0,0,No,No,No,No,No,No,No,No,No,1.60,,,,,2.20,Basic service,Yes
Zone 1,33,36,Unmarried,2,41,Post-undergraduate degree,10,No,Male,1,No,Yes,No,Yes,4,0,39,0,27,93,0,1225,0,842,No,Yes,No,Yes,No,No,No,No,Yes,1.42,,3.67,,3.30,3.71,Basic service,Yes
Zone 2,38,44,Unmarried,1,50,College degree,7,No,Female,1,No,Yes,Yes,No,7,0,25,10,0,278,0,892,355,0,Yes,No,No,Yes,No,No,No,No,Yes,1.97,,3.20,2.30,,3.91,E-service,Yes
Zone 3,42,48,Married,14,27,Some college,5,No,Female,3,Yes,Yes,Yes,Yes,17,36,54,23,28,692,1540,2100,910,1200,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.80,3.58,3.99,3.12,3.35,3.30,Total service,No
Zone 1,11,26,Unmarried,2,53,Some college,3,No,Male,1,Yes,Yes,Yes,Yes,4,22,44,12,39,35,188,431,110,416,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1.42,3.07,3.78,2.46,3.66,3.97,Total service,Yes
Zone 3,27,28,Married,0,58,Some college,0,No,Male,2,Yes,No,No,No,6,23,0,0,0,164,566,0,0,0,No,No,No,No,Yes,Yes,No,Yes,No,1.76,3.11,,,,4.06,Plus service,No
Zone 3,23,50,Unmarried,1,151,College degree,8,No,Female,1,Yes,No,No,No,8,22,0,0,0,187,438,0,0,0,No,No,No,No,Yes,No,No,No,No,2.11,3.08,,,,5.02,Basic service,No
Zone 2,4,38,Married,13,54,High school degree,4,No,Male,2,Yes,No,Yes,Yes,5,26,0,49,24,22,115,0,140,50,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.56,3.27,,3.88,3.20,3.99,Plus service,No
Zone 3,36,42,Unmarried,5,31,Did not complete high school,4,No,Female,1,No,No,No,No,10,0,0,0,0,374,0,0,0,0,No,No,No,No,No,No,No,No,No,2.31,,,,,3.43,Basic service,Yes
Zone 2,37,42,Unmarried,10,115,Did not complete high school,22,No,Female,1,No,No,Yes,No,15,0,0,19,0,494,0,0,665,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.71,,,2.92,,4.74,Plus service,No
Zone 3,24,58,Married,30,24,Did not complete high school,5,No,Male,2,Yes,No,No,No,8,16,0,0,0,177,421,0,0,0,No,No,No,No,No,No,No,No,No,2.03,2.77,,,,3.18,Basic service,No
Zone 3,4,24,Unmarried,1,17,High school degree,2,No,Male,3,No,No,No,No,3,0,0,0,0,10,0,0,0,0,No,No,No,No,No,No,No,No,No,1.16,,,,,2.83,Basic service,Yes
Zone 3,54,33,Unmarried,5,47,High school degree,13,No,Female,2,Yes,No,Yes,No,14,32,0,20,0,732,1672,0,1125,0,No,No,No,No,Yes,Yes,No,Yes,No,2.63,3.47,,3.01,,3.85,Plus service,No
Zone 3,7,49,Unmarried,8,36,Did not complete high school,0,No,Female,1,Yes,No,Yes,No,9,20,0,53,0,77,123,0,325,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.18,2.97,,3.97,,3.58,Plus service,Yes
Zone 1,10,28,Unmarried,9,75,College degree,1,No,Male,1,Yes,Yes,Yes,Yes,6,28,42,40,36,46,226,373,340,291,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.82,3.31,3.75,3.69,3.59,4.32,Total service,Yes
Zone 3,24,35,Married,10,41,Post-undergraduate degree,6,No,Female,2,No,Yes,No,No,3,0,30,0,0,89,0,711,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.19,,3.41,,,3.71,E-service,No
Zone 3,12,31,Unmarried,8,18,College degree,4,No,Male,1,No,Yes,No,No,4,0,24,0,0,49,0,243,0,0,No,No,No,Yes,No,No,No,No,Yes,1.31,,3.19,,,2.89,Basic service,Yes
Zone 2,45,54,Unmarried,25,171,Some college,33,No,Female,1,Yes,No,Yes,No,9,19,0,9,0,385,846,0,365,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.20,2.92,,2.17,,5.14,Plus service,No
Zone 3,59,55,Married,29,42,Some college,21,No,Female,2,No,No,Yes,No,9,0,0,15,0,492,0,0,855,0,Yes,No,No,No,No,No,No,No,No,2.19,,,2.72,,3.74,E-service,No
Zone 1,3,21,Married,1,36,Some college,0,No,Female,4,No,No,No,No,3,0,0,0,0,14,0,0,0,0,No,No,No,No,No,No,No,No,No,1.16,,,,,3.58,Basic service,No
Zone 3,8,35,Unmarried,6,31,Post-undergraduate degree,7,No,Male,1,Yes,Yes,No,Yes,4,17,36,0,42,35,155,238,0,288,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.48,2.85,3.57,,3.74,3.43,Total service,Yes
Zone 1,16,59,Unmarried,5,207,High school degree,37,No,Female,2,Yes,No,Yes,No,7,16,0,12,0,113,281,0,150,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2.01,2.74,,2.46,,5.33,Total service,No
Zone 3,32,33,Unmarried,1,38,Did not complete high school,12,No,Female,1,No,No,Yes,No,7,0,0,34,0,231,0,0,1050,0,No,No,No,No,No,No,No,No,No,1.99,,,3.52,,3.64,Basic service,No
Zone 1,8,49,Unmarried,14,134,College degree,9,No,Female,1,Yes,Yes,Yes,Yes,3,31,59,24,60,36,226,459,155,445,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.10,3.42,4.08,3.16,4.10,4.90,Total service,Yes
Zone 1,9,28,Married,8,28,Some college,4,No,Male,3,No,Yes,No,No,5,0,29,0,0,36,0,230,0,0,Yes,No,No,Yes,No,No,No,Yes,Yes,1.50,,3.35,,,3.33,E-service,Yes
Zone 2,12,19,Married,0,15,High school degree,0,No,Female,4,No,Yes,No,No,6,0,22,0,0,102,0,275,0,0,Yes,No,No,No,No,No,No,No,No,1.77,,3.10,,,2.71,E-service,No
Zone 2,24,43,Married,15,48,College degree,4,No,Male,6,Yes,Yes,Yes,Yes,14,26,37,58,37,340,591,870,1415,902,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.67,3.25,3.62,4.06,3.61,3.87,Total service,No
Zone 3,72,75,Unmarried,48,14,High school degree,6,Yes,Female,1,No,No,Yes,No,37,0,0,109,0,2686,0,0,7515,0,Yes,No,No,No,No,No,No,No,No,3.62,,,4.69,,2.64,E-service,No
Zone 3,58,61,Unmarried,42,101,College degree,18,No,Female,1,No,No,Yes,No,16,0,0,17,0,957,0,0,925,0,Yes,No,No,Yes,No,No,No,No,No,2.79,,,2.83,,4.62,E-service,No
Zone 1,70,44,Married,24,87,High school degree,18,No,Male,3,Yes,No,Yes,No,19,48,0,25,0,1399,3310,0,1735,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.94,3.86,,3.22,,4.47,Plus service,No
Zone 3,9,25,Unmarried,3,27,Did not complete high school,4,No,Female,1,No,No,No,No,12,0,0,0,0,122,0,0,0,0,No,No,No,No,No,No,No,No,No,2.50,,,,,3.30,Basic service,Yes
Zone 1,49,25,Unmarried,1,27,Post-undergraduate degree,0,No,Female,1,No,Yes,Yes,Yes,10,0,43,6,27,497,0,2055,270,1253,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.29,,3.76,1.70,3.29,3.30,E-service,No
Zone 3,52,54,Unmarried,7,59,Some college,22,No,Male,1,Yes,No,Yes,Yes,15,33,0,22,39,800,1644,0,1055,1992,Yes,No,No,No,Yes,Yes,No,Yes,No,2.72,3.48,,3.08,3.67,4.08,Plus service,No
Zone 1,10,42,Married,10,294,College degree,9,No,Female,6,Yes,Yes,Yes,Yes,5,28,44,24,37,33,285,428,185,331,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.58,3.31,3.79,3.16,3.61,5.68,Total service,Yes
Zone 1,14,52,Married,2,44,Some college,5,No,Male,2,No,No,Yes,Yes,5,0,0,14,15,69,0,0,185,212,No,Yes,No,No,Yes,Yes,No,No,No,1.58,,,2.66,2.70,3.78,Plus service,No
Zone 1,19,27,Married,3,35,High school degree,4,No,Male,6,Yes,No,Yes,No,5,21,0,23,0,116,398,0,415,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.69,3.02,,3.14,,3.56,Total service,No
Zone 3,12,36,Married,4,205,College degree,10,No,Female,4,No,Yes,No,Yes,6,0,38,0,32,54,0,433,0,397,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1.78,,3.65,,3.47,5.32,E-service,Yes
Zone 1,65,59,Unmarried,27,732,Some college,31,No,Female,1,No,No,Yes,No,10,0,0,13,0,601,0,0,820,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,2.32,,,2.58,,6.60,E-service,No
Zone 1,67,40,Married,14,59,Some college,11,No,Male,2,Yes,No,Yes,No,27,30,0,20,0,1723,1960,0,1245,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.30,3.40,,2.98,,4.08,Plus service,No
Zone 2,29,24,Married,3,23,Did not complete high school,7,No,Male,2,Yes,No,Yes,No,10,32,0,18,0,320,885,0,500,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.32,3.47,,2.86,,3.14,Plus service,No
Zone 3,55,46,Unmarried,8,87,High school degree,19,No,Female,1,No,Yes,Yes,No,18,0,28,15,0,983,0,1450,785,0,No,No,No,Yes,No,No,Yes,Yes,Yes,2.88,,3.33,2.72,,4.47,Basic service,No
Zone 3,71,67,Married,25,110,Did not complete high school,23,No,Female,2,Yes,No,Yes,No,34,22,0,18,0,2256,1488,0,1175,0,No,No,No,No,No,Yes,Yes,Yes,No,3.52,3.08,,2.90,,4.70,Plus service,No
Zone 3,5,44,Married,2,83,Some college,14,No,Female,3,Yes,No,Yes,Yes,4,26,0,20,22,32,132,0,50,80,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.39,3.27,,3.01,3.09,4.42,Plus service,Yes
Zone 3,60,58,Unmarried,0,63,College degree,21,No,Female,3,Yes,Yes,Yes,No,16,28,24,13,0,1013,1582,1395,805,0,Yes,No,No,No,No,No,No,No,Yes,2.79,3.33,3.17,2.58,,4.14,E-service,No
Zone 2,10,40,Unmarried,6,22,Some college,6,No,Female,1,No,No,No,No,5,0,0,0,0,60,0,0,0,0,No,No,No,Yes,No,No,No,No,No,1.62,,,,,3.09,Basic service,Yes
Zone 3,52,64,Unmarried,44,43,Some college,7,No,Male,1,Yes,Yes,Yes,Yes,13,29,49,24,37,648,1542,2571,1210,1847,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.55,3.35,3.89,3.18,3.61,3.76,Total service,No
Zone 2,61,43,Married,22,35,High school degree,11,No,Male,3,Yes,No,Yes,No,21,16,0,17,0,1264,934,0,1065,0,Yes,No,No,Yes,No,No,No,No,Yes,3.05,2.74,,2.85,,3.56,E-service,No
Zone 1,61,29,Married,5,48,High school degree,11,No,Male,4,No,No,Yes,No,18,0,0,37,0,1036,0,0,2165,0,Yes,No,No,No,No,No,No,Yes,No,2.87,,,3.61,,3.87,E-service,No
Zone 2,67,47,Married,19,69,Some college,12,No,Male,3,Yes,No,Yes,No,49,27,0,10,0,3236,1838,0,690,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.90,3.30,,2.33,,4.23,Plus service,No
Zone 3,41,42,Married,12,26,College degree,5,No,Male,4,No,No,No,No,11,0,0,0,0,482,0,0,0,0,Yes,No,No,Yes,No,No,Yes,No,No,2.39,,,,,3.26,E-service,No
Zone 1,30,28,Unmarried,1,20,Did not complete high school,8,No,Female,1,No,No,No,No,12,0,0,0,0,369,0,0,0,0,No,No,No,No,No,No,No,No,No,2.52,,,,,3.00,Basic service,Yes
Zone 1,24,46,Unmarried,12,43,High school degree,6,No,Male,1,Yes,No,Yes,Yes,12,48,0,33,28,308,1079,0,820,662,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.49,3.88,,3.50,3.34,3.76,Total service,No
Zone 1,72,75,Unmarried,37,33,Did not complete high school,44,Yes,Female,1,Yes,No,Yes,No,49,32,0,26,0,3417,2254,0,1835,0,Yes,No,No,No,No,No,No,Yes,No,3.90,3.46,,3.26,,3.50,E-service,No
Zone 2,17,35,Unmarried,7,66,High school degree,11,No,Male,1,No,Yes,Yes,Yes,5,0,29,11,28,79,0,501,155,484,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.64,,3.37,2.42,3.33,4.19,Total service,Yes
Zone 2,65,72,Unmarried,46,12,High school degree,0,Yes,Male,1,No,No,Yes,No,30,0,0,18,0,1873,0,0,1160,0,Yes,No,No,No,No,Yes,Yes,Yes,No,3.39,,,2.89,,2.48,Plus service,No
Zone 1,15,30,Married,8,90,High school degree,11,No,Male,5,Yes,No,Yes,Yes,7,19,0,10,23,126,266,0,150,376,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.99,2.92,,2.28,3.14,4.50,Total service,No
Zone 1,34,33,Unmarried,8,35,Some college,2,No,Female,1,No,No,No,No,8,0,0,0,0,258,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.01,,,,,3.56,E-service,Yes
Zone 1,26,43,Unmarried,23,51,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,8,0,22,0,0,268,0,598,0,0,Yes,No,No,Yes,No,No,No,No,No,2.07,,3.09,,,3.93,E-service,Yes
Zone 2,36,45,Unmarried,22,117,Some college,15,No,Female,1,No,No,No,No,11,0,0,0,0,429,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.35,,,,,4.76,E-service,No
Zone 1,60,48,Unmarried,29,100,High school degree,26,No,Female,1,Yes,No,Yes,No,24,42,0,14,0,1568,2481,0,745,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.19,3.74,,2.60,,4.61,Plus service,No
Zone 1,16,54,Unmarried,20,147,Did not complete high school,29,No,Male,4,Yes,No,Yes,No,7,23,0,7,0,99,358,0,90,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.94,3.15,,1.87,,4.99,Plus service,No
Zone 2,1,33,Unmarried,5,53,College degree,6,No,Female,1,No,No,No,No,2,0,0,0,0,2,0,0,0,0,No,No,No,No,No,No,No,No,No,0.67,,,,,3.97,Basic service,Yes
Zone 3,56,30,Married,9,57,Post-undergraduate degree,2,No,Male,4,No,Yes,Yes,No,17,0,37,7,0,948,0,1984,365,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.82,,3.60,1.87,,4.04,E-service,No
Zone 2,6,50,Unmarried,5,37,High school degree,0,No,Male,1,No,Yes,No,No,5,0,24,0,0,38,0,131,0,0,Yes,No,No,No,No,No,No,No,Yes,1.68,,3.16,,,3.61,E-service,No
Zone 2,48,34,Unmarried,7,42,Some college,2,No,Female,1,No,No,Yes,No,14,0,0,8,0,678,0,0,355,0,Yes,No,No,No,No,Yes,No,No,No,2.65,,,2.08,,3.74,E-service,No
Zone 2,34,36,Married,17,50,Did not complete high school,4,No,Male,2,Yes,No,Yes,No,10,25,0,14,0,327,824,0,405,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.32,3.20,,2.62,,3.91,Plus service,No
Zone 2,54,42,Married,0,55,College degree,2,No,Male,5,Yes,Yes,Yes,Yes,14,56,62,19,84,695,3086,3278,1050,4139,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.66,4.02,4.13,2.96,4.43,4.01,Total service,Yes
Zone 3,38,31,Married,2,42,High school degree,7,No,Female,4,Yes,No,Yes,No,11,22,0,9,0,408,773,0,335,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.38,3.10,,2.22,,3.74,Total service,No
Zone 2,25,55,Unmarried,15,37,Did not complete high school,7,No,Female,1,No,No,No,No,11,0,0,0,0,303,0,0,0,0,No,No,No,No,No,No,No,No,No,2.39,,,,,3.61,Basic service,Yes
Zone 1,47,69,Married,17,228,Some college,39,No,Female,4,Yes,Yes,Yes,Yes,11,36,38,21,51,464,1671,1767,1025,2405,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.38,3.57,3.62,3.04,3.93,5.43,Total service,Yes
Zone 1,72,62,Married,35,163,Post-undergraduate degree,31,No,Male,2,Yes,Yes,Yes,Yes,28,33,45,40,57,2018,2276,3225,2845,4110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.34,3.49,3.81,3.68,4.04,5.09,Total service,No
Zone 2,6,35,Married,6,28,College degree,3,No,Female,3,Yes,Yes,Yes,Yes,3,23,39,19,30,9,103,190,95,155,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1.18,3.14,3.67,2.92,3.41,3.33,Total service,No
